
   -180.00    0.1143    0.0060
   -179.00    0.2151    0.0065
   -178.00    0.3159    0.0081
   -177.00    0.4166    0.0106
   -176.00    0.5162    0.0142
   -175.00    0.6082    0.0188
   -174.00    0.6785    0.0244
   -173.00    0.7122    0.0311
   -172.00    0.7077    0.0387
   -171.00    0.6807    0.0473
   -170.00    0.6504    0.0569
   -169.00    0.6279    0.0674
   -168.00    0.6159    0.0789
   -167.00    0.6135    0.0913
   -166.00    0.6182    0.1046
   -165.00    0.6281    0.1188
   -163.00    0.6573    0.1499
   -162.00    0.6744    0.1667
   -161.00    0.6924    0.1844
   -160.00    0.7108    0.2028
   -159.00    0.7293    0.2220
   -158.00    0.7475    0.2420
   -157.00    0.7654    0.2627
   -156.00    0.7827    0.2841
   -155.00    0.7993    0.3062
   -154.00    0.8152    0.3289
   -153.00    0.8303    0.3522
   -152.00    0.8445    0.3761
   -151.00    0.8577    0.4006
   -150.00    0.8700    0.4257
   -149.00    0.8812    0.4512
   -148.00    0.8914    0.4772
   -147.00    0.9005    0.5036
   -146.00    0.9085    0.5305
   -145.00    0.9154    0.5577
   -144.00    0.9211    0.5852
   -143.00    0.9257    0.6131
   -142.00    0.9291    0.6412
   -141.00    0.9314    0.6696
   -140.00    0.9324    0.6982
   -139.00    0.9323    0.7269
   -138.00    0.9310    0.7558
   -137.00    0.9285    0.7848
   -136.00    0.9249    0.8138
   -135.00    0.9200    0.8429
   -134.00    0.9140    0.8719
   -133.00    0.9069    0.9009
   -132.00    0.8986    0.9299
   -131.00    0.8891    0.9587
   -130.00    0.8785    0.9874
   -129.00    0.8669    1.0159
   -128.00    0.8541    1.0441
   -127.00    0.8403    1.0721
   -126.00    0.8254    1.0999
   -125.00    0.8095    1.1273
   -124.00    0.7926    1.1544
   -123.00    0.7747    1.1810
   -122.00    0.7558    1.2073
   -121.00    0.7360    1.2331
   -120.00    0.7153    1.2585
   -119.00    0.6938    1.2833
   -118.00    0.6714    1.3076
   -117.00    0.6481    1.3313
   -116.00    0.6241    1.3544
   -115.00    0.5994    1.3769
   -114.00    0.5739    1.3987
   -113.00    0.5478    1.4199
   -112.00    0.5210    1.4403
   -111.00    0.4936    1.4601
   -110.00    0.4656    1.4790
   -109.00    0.4371    1.4972
   -108.00    0.4081    1.5146
   -107.00    0.3780    1.5312
   -106.00    0.3481    1.5470
   -105.00    0.3179    1.5618
   -104.00    0.2872    1.5759
   -103.00    0.2563    1.5890
   -102.00    0.2251    1.6012
   -101.00    0.1936    1.6125
   -100.00    0.1620    1.6228
    -99.00    0.1302    1.6322
    -98.00    0.0983    1.6407
    -97.00    0.0663    1.6482
    -96.00    0.0343    1.6547
    -95.00    0.0022    1.6602
    -94.00   -0.0298    1.6647
    -93.00   -0.0617    1.6682
    -92.00   -0.0935    1.6707
    -91.00   -0.1252    1.6722
    -90.00   -0.1567    1.6727
    -89.00   -0.1879    1.6722
    -88.00   -0.2189    1.6707
    -87.00   -0.2497    1.6682
    -86.00   -0.2801    1.6647
    -85.00   -0.3101    1.6601
    -84.00   -0.3398    1.6546
    -83.00   -0.3690    1.6481
    -82.00   -0.3978    1.6407
    -81.00   -0.4261    1.6322
    -80.00   -0.4539    1.6228
    -79.00   -0.4811    1.6124
    -78.00   -0.5078    1.6012
    -77.00   -0.5338    1.5889
    -76.00   -0.5593    1.5758
    -75.00   -0.5841    1.5618
    -74.00   -0.6082    1.5469
    -73.00   -0.6316    1.5312
    -72.00   -0.6544    1.5146
    -71.00   -0.6763    1.4972
    -70.00   -0.6975    1.4790
    -69.00   -0.7179    1.4600
    -68.00   -0.7376    1.4403
    -67.00   -0.7564    1.4198
    -66.00   -0.7743    1.3986
    -65.00   -0.7914    1.3768
    -64.00   -0.8077    1.3543
    -63.00   -0.8230    1.3312
    -62.00   -0.8375    1.3075
    -61.00   -0.8511    1.2832
    -60.00   -0.8637    1.2583
    -59.00   -0.8755    1.2330
    -58.00   -0.8863    1.2072
    -57.00   -0.8961    1.1809
    -56.00   -0.9051    1.1542
    -55.00   -0.9130    1.1271
    -54.00   -0.9200    1.0997
    -53.00   -0.9261    1.0720
    -52.00   -0.9312    1.0439
    -51.00   -0.9354    1.0157
    -50.00   -0.9386    0.9872
    -49.00   -0.9408    0.9585
    -48.00   -0.9421    0.9296
    -47.00   -0.9424    0.9007
    -46.00   -0.9418    0.8717
    -45.00   -0.9402    0.8426
    -44.00   -0.9377    0.8135
    -43.00   -0.9343    0.7845
    -42.00   -0.9300    0.7555
    -41.00   -0.9248    0.7266
    -40.00   -0.9186    0.6978
    -39.00   -0.9116    0.6692
    -38.00   -0.9038    0.6408
    -37.00   -0.8950    0.6126
    -36.00   -0.8855    0.5847
    -35.00   -0.8751    0.5571
    -34.00   -0.8640    0.5299
    -33.00   -0.8520    0.5030
    -32.00   -0.8393    0.4765
    -31.00   -0.8259    0.4505
    -30.00   -0.8119    0.4249
    -29.00   -0.7971    0.3998
    -28.00   -0.7818    0.3752
    -27.00   -0.7659    0.3512
    -26.00   -0.7494    0.3277
    -25.00   -0.7326    0.3049
    -24.00   -0.7154    0.2826
    -23.00   -0.6979    0.2611
    -22.00   -0.6802    0.2402
    -21.00   -0.6626    0.2200
    -20.00   -0.5157    0.2280
    -19.50   -0.5202    0.2308
    -19.00   -0.5363    0.2394
    -18.50   -0.5107    0.2163
    -18.00   -0.4776    0.2014
    -17.50   -0.4656    0.1955
    -17.00   -0.4800    0.2008
    -16.50   -0.5047    0.2062
    -16.00   -0.4426    0.1802
    -15.50   -0.4810    0.1899
    -15.00   -0.4740    0.1763
    -14.50   -0.4263    0.1615
    -14.00   -0.4195    0.1563
    -13.50   -0.4694    0.1630
    -12.50   -0.4118    0.1378
    -12.00   -0.4660    0.1252
    -11.50   -0.4876    0.1170
    -11.00   -0.5096    0.1074
    -10.50   -0.5386    0.0965
    -10.00   -0.6091    0.0814
     -9.50   -0.8378    0.0609
     -9.00   -0.8598    0.0556
     -8.50   -0.8725    0.0513
     -8.00   -0.8646    0.0470
     -7.50   -0.8554    0.0424
     -7.00   -0.8315    0.0386
     -6.50   -0.8050    0.0362
     -6.00   -0.7745    0.0338
     -5.50   -0.7432    0.0322
     -5.00   -0.7092    0.0306
     -4.50   -0.6758    0.0299
     -4.00   -0.6435    0.0295
